amount_tsh,gps_height,population,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
2000.0,1720.0,400.0,1990.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,1348.0,445.0,2010.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,172.0,420.0,1993.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,1669.0,1.0,1960.0,motorpump,user-group,unknown,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,borehole,hand pump,functional
50.0,254.0,60.0,2010.0,rope pump,user-group,per bucket,good,insufficient,shallow well,hand pump,functional
100.0,1338.0,250.0,1974.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
2000.0,1860.0,230.0,2000.0,handpump,user-group,annually,good,seasonal,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1478.0,200.0,1970.0,submersible,parastatal,never pay,good,enough,borehole,other,non functional
30.0,236.0,450.0,1998.0,other,user-group,per bucket,good,seasonal,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
40.0,9.0,250.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional needs repair
100.0,1518.0,720.0,2004.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
2400.0,1720.0,230.0,2000.0,handpump,user-group,annually,good,enough,shallow well,hand pump,non functional
500.0,1138.0,1.0,2008.0,handpump,user-group,on failure,salty,enough,borehole,hand pump,non functional
2400.0,1707.0,230.0,2000.0,handpump,user-group,annually,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,submersible,user-group,per bucket,salty,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,non functional
100.0,1244.0,250.0,1992.0,handpump,user-group,unknown,good,seasonal,shallow well,hand pump,functional
100.0,96.0,100.0,2006.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,functional
100.0,19.0,200.0,2000.0,submersible,parastatal,never pay,good,enough,borehole,communal standpipe,functional
100.0,345.0,1.0,1989.0,handpump,user-group,on failure,good,insufficient,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,1579.0,1.0,2012.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,non functional
20.0,52.0,50.0,2008.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
50.0,991.0,290.0,1998.0,other,user-group,per bucket,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,parastatal,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,seasonal,shallow well,hand pump,non functional
1000.0,1502.0,200.0,1990.0,handpump,user-group,annually,good,insufficient,shallow well,hand pump,functional
100.0,1225.0,200.0,1986.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
20.0,1293.0,100.0,2002.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,26.0,240.0,2006.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,1128.0,1010.0,2010.0,handpump,user-group,on failure,salty,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
200.0,998.0,200.0,2001.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,765.0,1.0,1994.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,milky,enough,shallow well,other,functional
100.0,230.0,300.0,1985.0,other,user-group,never pay,salty,insufficient,shallow well,other,non functional
5000.0,1393.0,445.0,1993.0,other,user-group,annually,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,unknown,unknown,unknown,unknown,shallow well,other,functional
100.0,305.0,150.0,1997.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,1803.0,359.0,2009.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,87.0,300.0,1985.0,other,user-group,unknown,good,insufficient,shallow well,other,non functional
100.0,825.0,30.0,2008.0,handpump,commercial,never pay,salty,insufficient,shallow well,hand pump,functional
100.0,1000.0,360.0,1997.0,other,user-group,other,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
30.0,74.0,1.0,2010.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
30.0,1608.0,1.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
20.0,103.0,80.0,1970.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,209.0,300.0,1983.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,50.0,2000.0,other,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
500.0,1703.0,230.0,2000.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
100.0,52.0,488.0,2009.0,submersible,commercial,never pay,good,enough,borehole,communal standpipe,functional
500.0,1383.0,369.0,1986.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,1465.0,98.0,2003.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
50.0,125.0,250.0,2006.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
20.0,1285.0,1500.0,2002.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
1000.0,1845.0,230.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,1382.0,120.0,1998.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,functional
50.0,825.0,100.0,2012.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1064.0,560.0,2011.0,other,user-group,unknown,good,dry,shallow well,other,non functional
100.0,1692.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1359.0,1.0,2011.0,other,user-group,other,unknown,dry,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,1451.0,65.0,1999.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
250.0,1685.0,250.0,1992.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,non functional
10.0,439.0,150.0,1998.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
20.0,1459.0,58.0,2004.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,functional
100.0,825.0,500.0,1985.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional needs repair
100.0,1397.0,550.0,1988.0,other,user-group,unknown,good,insufficient,borehole,other,non functional
100.0,825.0,1.0,2010.0,other,user-group,never pay,unknown,unknown,shallow well,other,non functional
100.0,1003.0,500.0,1995.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
100.0,260.0,247.0,1979.0,other,user-group,never pay,unknown,dry,borehole,communal standpipe,non functional
100.0,1081.0,600.0,2012.0,other,user-group,unknown,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,269.0,700.0,2005.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,272.0,750.0,2010.0,rope pump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
50.0,1642.0,1.0,2010.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,1625.0,250.0,2007.0,gravity,user-group,on failure,good,insufficient,borehole,communal standpipe,non functional
100.0,381.0,150.0,2008.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,141.0,240.0,2000.0,other,user-group,never pay,salty,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,192.0,86.0,2008.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,non functional
30.0,1622.0,492.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
1000.0,1100.0,70.0,1984.0,other,user-group,on failure,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,249.0,250.0,2007.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1397.0,225.0,1997.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,1131.0,1500.0,2000.0,gravity,user-group,on failure,good,insufficient,borehole,cattle trough,functional
4000.0,1228.0,700.0,1990.0,handpump,user-group,on failure,good,insufficient,borehole,hand pump,functional
100.0,846.0,350.0,1996.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,62.0,300.0,2010.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
300.0,770.0,665.0,2009.0,handpump,user-group,monthly,good,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,1269.0,120.0,2005.0,other,user-group,never pay,good,enough,shallow well,communal standpipe,non functional
100.0,1707.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,salty,insufficient,borehole,communal standpipe,functional
100.0,1802.0,40.0,2010.0,rope pump,commercial,never pay,good,enough,borehole,hand pump,functional
100.0,825.0,200.0,1977.0,other,user-group,unknown,good,enough,shallow well,other,non functional
100.0,1650.0,1.0,2005.0,handpump,user-group,never pay,salty,insufficient,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,seasonal,shallow well,hand pump,functional
100.0,825.0,320.0,1980.0,other,user-group,never pay,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,38.0,800.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,salty,insufficient,borehole,hand pump,non functional
100.0,57.0,1.0,2003.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
30.0,348.0,70.0,2009.0,submersible,user-group,per bucket,salty,enough,borehole,communal standpipe,non functional
1500.0,1047.0,230.0,2000.0,handpump,user-group,monthly,good,dry,shallow well,hand pump,non functional
100.0,1263.0,350.0,2009.0,handpump,user-group,unknown,good,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
300.0,394.0,250.0,2009.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,562.0,1.0,2000.0,motorpump,user-group,unknown,salty,dry,borehole,other,non functional
100.0,326.0,1.0,1980.0,other,user-group,unknown,good,dry,shallow well,other,non functional
20.0,825.0,629.0,2008.0,handpump,user-group,per bucket,good,seasonal,shallow well,hand pump,functional needs repair
100.0,38.0,180.0,2010.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,non functional
100.0,1133.0,360.0,2008.0,other,user-group,unknown,salty,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,commercial,never pay,good,enough,shallow well,other,functional
100.0,103.0,181.0,2012.0,submersible,user-group,unknown,good,enough,borehole,communal standpipe,non functional
100.0,500.0,1.0,2009.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
100.0,281.0,1.0,2004.0,motorpump,user-group,unknown,good,dry,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,1673.0,50.0,1998.0,handpump,commercial,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,borehole,hand pump,non functional
100.0,40.0,1000.0,2009.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,1484.0,400.0,1995.0,handpump,user-group,unknown,salty,enough,shallow well,hand pump,functional
100.0,1725.0,3000.0,2010.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,non functional
100.0,756.0,250.0,2001.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,non functional
1000.0,1697.0,1.0,1994.0,other,user-group,annually,unknown,unknown,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,commercial,never pay,salty,dry,shallow well,hand pump,non functional
100.0,324.0,150.0,2009.0,handpump,user-group,never pay,milky,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,194.0,56.0,1976.0,submersible,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,commercial,unknown,good,insufficient,shallow well,other,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,100.0,200.0,2012.0,motorpump,user-group,unknown,good,enough,borehole,communal standpipe,non functional
100.0,124.0,600.0,2008.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,371.0,120.0,1979.0,other,user-group,never pay,milky,seasonal,shallow well,other,non functional
500.0,287.0,270.0,2011.0,submersible,other,monthly,colored,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,salty,enough,shallow well,other,non functional
100.0,1518.0,200.0,1985.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,non functional
100.0,1444.0,1.0,1980.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,parastatal,unknown,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
50.0,825.0,1444.0,2007.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,salty,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,non functional
100.0,287.0,450.0,2000.0,other,user-group,never pay,salty,insufficient,shallow well,other,non functional
100.0,1104.0,200.0,2006.0,gravity,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1183.0,250.0,1998.0,handpump,user-group,unknown,good,insufficient,borehole,hand pump,non functional
100.0,232.0,98.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,1.0,2011.0,other,user-group,never pay,unknown,unknown,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,786.0,500.0,2006.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,1069.0,1240.0,2005.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,non functional
4000.0,1458.0,1500.0,1998.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,per bucket,salty,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,304.0,400.0,1985.0,handpump,user-group,never pay,unknown,unknown,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,salty,enough,borehole,communal standpipe,functional
20.0,825.0,460.0,2003.0,handpump,user-group,per bucket,good,insufficient,shallow well,hand pump,functional
100.0,825.0,200.0,2007.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
1200.0,1259.0,230.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
30.0,14.0,1.0,2010.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
1000.0,1668.0,1500.0,2009.0,handpump,user-group,annually,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1042.0,1.0,2000.0,submersible,parastatal,never pay,good,enough,borehole,communal standpipe,non functional
100.0,798.0,1.0,2005.0,submersible,commercial,unknown,good,enough,borehole,communal standpipe,functional
100.0,491.0,160.0,1974.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,1466.0,300.0,1993.0,handpump,unknown,unknown,unknown,unknown,shallow well,hand pump,non functional
50.0,1409.0,3500.0,2008.0,motorpump,user-group,per bucket,salty,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,825.0,218.0,2000.0,other,user-group,never pay,salty,insufficient,shallow well,other,non functional
100.0,45.0,1041.0,2010.0,submersible,commercial,never pay,good,enough,borehole,other,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional needs repair
100.0,825.0,80.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,1599.0,120.0,2006.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,700.0,2008.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,1196.0,250.0,1998.0,handpump,user-group,unknown,good,enough,borehole,hand pump,non functional
50.0,16.0,123.0,2010.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,82.0,700.0,2008.0,other,user-group,never pay,unknown,dry,borehole,other,non functional
100.0,1247.0,1000.0,1994.0,handpump,commercial,per bucket,salty,seasonal,shallow well,hand pump,functional
100.0,476.0,1.0,1979.0,other,user-group,never pay,salty,insufficient,shallow well,other,non functional
100.0,48.0,400.0,1985.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,104.0,1.0,1988.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
500.0,1132.0,2100.0,2008.0,handpump,user-group,on failure,good,enough,borehole,hand pump,non functional
100.0,825.0,1.0,2009.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
25.0,275.0,1.0,1982.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
500.0,1605.0,30.0,2009.0,handpump,user-group,on failure,good,enough,borehole,hand pump,functional
100.0,43.0,3600.0,2004.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,225.0,500.0,1983.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,unknown,unknown,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,good,enough,shallow well,other,functional
100.0,1474.0,350.0,2010.0,handpump,user-group,never pay,colored,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,insufficient,shallow well,hand pump,non functional
100.0,1602.0,1.0,1980.0,motorpump,user-group,unknown,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
100.0,473.0,150.0,1977.0,gravity,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,314.0,1.0,1993.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,363.0,1500.0,2004.0,handpump,user-group,never pay,salty,enough,shallow well,other,non functional
100.0,212.0,1.0,1982.0,submersible,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,1267.0,360.0,1985.0,handpump,user-group,unknown,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,salty,enough,shallow well,hand pump,functional
20.0,87.0,13.0,2008.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional needs repair
100.0,112.0,230.0,2005.0,handpump,user-group,never pay,salty,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,borehole,hand pump,functional needs repair
500.0,1618.0,40.0,2009.0,rope pump,user-group,on failure,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,milky,enough,shallow well,other,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
50.0,11.0,150.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
50.0,55.0,1.0,2005.0,handpump,user-group,per bucket,salty,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,1504.0,1.0,1990.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,non functional
100.0,1374.0,250.0,1990.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,497.0,150.0,2008.0,handpump,user-group,never pay,unknown,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,dry,borehole,hand pump,non functional
50.0,11.0,100.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,1591.0,1.0,1980.0,motorpump,user-group,unknown,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,1429.0,1.0,2000.0,submersible,user-group,never pay,good,dry,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,dry,shallow well,hand pump,non functional
100.0,1179.0,400.0,1996.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,681.0,360.0,1994.0,motorpump,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional needs repair
50.0,1427.0,195.0,2006.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1527.0,720.0,1993.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,fluoride,enough,shallow well,hand pump,functional
25.0,120.0,250.0,2008.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,functional
1000.0,167.0,150.0,1997.0,handpump,user-group,annually,salty,enough,shallow well,hand pump,functional needs repair
100.0,367.0,1.0,2004.0,handpump,commercial,never pay,salty,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,borehole,hand pump,functional
